user_id,product_id,product_name,rating
user1,1,Product A,4.5
user1,2,Product B,3.0
user1,3,Product C,2.5
user1,4,Product D,3.0
user1,5,Product E,4.0
user1,6,Product F,5.0
user1,7,Product G,3.5
user1,8,Product H,4.0
user1,9,Product I,2.0
user2,1,Product A,3.0
user2,8,Product H,4.0
user2,10,Product J,3.5
user2,11,Product K,2.5
user2,1,Product A,3.0
user2,12,Product L,4.5
user2,13,Product M,3.0
user3,14,Product N,4.0
user3,9,Product I,2.5
user3,16,Product P,2.0
user3,17,Product Q,3.0
user3,18,Product R,4.5
user3,19,Product S,2.5
user3,20,Product T,3.5
user4,21,Product U,4.0
user4,22,Product V,2.5
user4,23,Product W,3.0
user4,24,Product X,4.5
user4,25,Product Y,3.0
user4,26,Product Z,2.0
user4,27,Product AA,3.0
user4,8,Product H,3.5
user5,28,Product BB,3.5
user5,29,Product CC,2.0
user5,30,Product DD,4.5
user5,31,Product EE,3.0
user5,32,Product FF,2.5
user5,33,Product GG,4.0
user5,34,Product HH,5.0
user5,3,Product C,2.5
user6,35,Product II,4.0
user6,36,Product JJ,3.0
user6,6,Product F,2.5
user6,38,Product LL,3.5
user6,39,Product MM,4.5
user6,40,Product NN,3.0
user6,41,Product OO,2.0
user6,9,Product I,2.0
user7,42,Product PP,3.5
user7,1,Product A,4.0
user7,44,Product RR,2.0
user7,45,Product SS,3.0
user7,2,Product B,3.5
user7,6,Product F,2.5
user7,48,Product VV,3.5
user7,9,Product I,2.5
user8,1,Product A,3.0
user8,50,Product XX,2.5
user8,35,Product II,4.0
user8,9,Product I,3.5
user8,25,Product Y,2.0
user8,3,Product C,4.5
user8,18,Product R,3.0
user9,20,Product T,2.5
user9,29,Product CC,3.0
user9,13,Product M,4.0
user9,36,Product JJ,2.0
user9,10,Product J,3.5
user9,8,Product H,4.5
user9,6,Product F,3.0
user10,21,Product U,3.0
user10,15,Product O,4.5
user10,17,Product Q,2.0
user10,40,Product NN,3.0
user10,2,Product B,4.5
user10,23,Product W,2.5
user10,22,Product V,3.5
user11,5,Product E,4.0
user11,12,Product L,3.5
user11,37,Product KK,2.0
user11,33,Product GG,3.0
user11,28,Product BB,4.5
user11,14,Product N,2.5
user11,39,Product MM,3.5
user12,31,Product EE,4.0
user12,30,Product DD,3.0
user12,26,Product Z,2.5
user12,48,Product VV,3.5
user12,32,Product FF,4.5
user12,11,Product K,3.0
user12,27,Product AA,2.0
user13,16,Product P,3.0
user13,4,Product D,4.5
user13,7,Product G,2.0
user13,38,Product LL,3.0
user13,34,Product HH,4.5
user13,49,Product WW,2.5
user13,24,Product X,3.5
user14,19,Product S,3.0
user14,27,Product AA,4.5
user14,37,Product KK,2.0
user14,45,Product SS,3.0
user14,12,Product L,4.5
user14,33,Product GG,2.5
user14,6,Product F,3.5
user15,38,Product LL,3.5
user15,48,Product VV,2.0
user15,16,Product P,4.5
user15,22,Product V,3.0
user15,23,Product W,2.5
user15,28,Product BB,4.0
user15,11,Product K,3.5
user16,31,Product EE,2.0
user16,36,Product JJ,3.0
user16,20,Product T,4.5
user16,41,Product OO,3.0
user16,13,Product M,2.5
user16,7,Product G,4.0
user16,10,Product J,3.5
user17,5,Product E,2.5
user17,46,Product TT,3.0
user17,17,Product Q,4.0
user17,30,Product DD,3.5
user17,25,Product Y,2.0
user17,21,Product U,3.0
user17,26,Product Z,4.5
user18,4,Product D,3.5
user18,44,Product RR,2.0
user18,39,Product MM,4.5
user18,32,Product FF,3.0
user18,50,Product XX,2.5
user18,47,Product UU,4.0
user18,24,Product X,3.0
user19,35,Product II,2.5
user19,34,Product HH,3.0
user19,9,Product I,4.0
user19,18,Product R,3.5
user19,14,Product N,2.0
user19,3,Product C,4.5
user19,8,Product H,3.0
user20,15,Product O,4.0
user20,29,Product CC,3.5
user20,42,Product PP,2.0
user20,43,Product QQ,3.0
user20,49,Product WW,4.5
user20,40,Product NN,2.5
user20,2,Product B,3.5
user21,19,Product S,4.0
user21,41,Product OO,3.5
user21,9,Product I,2.0
user21,46,Product TT,4.0
user21,25,Product Y,2.5
user21,11,Product K,3.0
user21,30,Product DD,4.5
user22,34,Product HH,3.5
user22,18,Product R,2.0
user22,14,Product N,3.0
user22,5,Product E,4.0
user22,35,Product II,3.5
user22,10,Product J,2.0
user22,24,Product X,4.5
user23,27,Product AA,3.5
user23,29,Product CC,2.0
user23,20,Product T,4.0
user23,13,Product M,3.5
user23,31,Product EE,2.0
user23,39,Product MM,3.0
user23,28,Product BB,4.5
user24,45,Product SS,3.0
user24,2,Product B,4.5
user24,37,Product KK,2.0
user24,50,Product XX,3.0
user24,47,Product UU,4.5
user24,21,Product U,2.5
user24,33,Product GG,3.5
user25,6,Product F,4.0
user25,36,Product JJ,3.0
user25,38,Product LL,2.5
user25,26,Product Z,3.5
user25,40,Product NN,4.5
user25,22,Product V,3.0
user25,7,Product G,2.0
user26,8,Product H,4.5
user26,23,Product W,3.0
user26,12,Product L,2.5
user26,43,Product QQ,3.5
user26,42,Product PP,4.0
user26,17,Product Q,2.0
user26,15,Product O,3.0
user27,3,Product C,4.0
user27,1,Product A,3.5
user27,4,Product D,2.0
user27,16,Product P,3.0
user27,49,Product WW,4.5
user27,44,Product RR,2.5
user27,32,Product FF,3.5
user28,8,Product H,4.0
user28,25,Product Y,3.5
user28,33,Product GG,2.0
user28,18,Product R,3.0
user28,20,Product T,4.0
user28,19,Product S,2.5
user28,14,Product N,3.5
user29,29,Product CC,3.0
user29,35,Product II,2.5
user29,44,Product RR,4.0
user29,27,Product AA,3.5
user29,31,Product EE,2.0
user29,30,Product DD,3.0
user29,43,Product QQ,4.5
user30,3,Product C,3.5
user30,37,Product KK,2.0
user30,10,Product J,4.0
user30,5,Product E,3.5
user30,1,Product A,2.0
user30,26,Product Z,3.0
user30,13,Product M,4.5
user31,18,Product R,3.5
user31,34,Product HH,4.0
user31,11,Product K,2.0
user31,24,Product X,3.0
user31,14,Product N,2.5
user31,17,Product Q,4.5
user31,12,Product L,3.0
user32,6,Product F,4.0
user32,36,Product JJ,3.0
user32,8,Product H,2.5
user32,16,Product P,3.5
user32,26,Product Z,4.0
user32,32,Product FF,2.0
user32,7,Product G,3.5
user33,39,Product MM,3.5
user33,21,Product U,2.0
user33,2,Product B,4.0
user33,43,Product QQ,3.0
user33,17,Product Q,2.5
user33,9,Product I,4.5
user33,22,Product V,3.0
user34,44,Product RR,4.5
user34,46,Product TT,3.0
user34,50,Product XX,2.5
user34,25,Product Y,3.0
user34,33,Product GG,4.0
user34,13,Product M,2.0
user34,28,Product BB,3.0
user35,14,Product N,3.5
user35,7,Product G,2.0
user35,19,Product S,4.0
user35,47,Product UU,3.0
user35,21,Product U,2.5
user35,31,Product EE,3.5
user35,27,Product AA,4.0
user36,37,Product KK,2.5
user36,20,Product T,3.0
user36,36,Product JJ,4.5
user36,42,Product PP,3.0
user36,6,Product F,2.5
user36,22,Product V,4.0
user36,30,Product DD,3.5
user37,5,Product E,3.0
user37,3,Product C,4.5
user37,12,Product L,2.0
user37,28,Product BB,3.0
user37,24,Product X,4.5
user37,9,Product I,2.5
user37,17,Product Q,3.5
user38,9,Product I,3.5
user38,24,Product X,2.0
user38,18,Product R,4.0
user38,7,Product G,3.0
user38,4,Product D,2.5
user38,10,Product J,4.5
user38,32,Product FF,3.0
user39,27,Product AA,3.0
user39,14,Product N,4.0
user39,35,Product II,2.5
user39,25,Product Y,3.5
user39,23,Product W,4.5
user39,21,Product U,3.0
user39,8,Product H,2.0
user40,6,Product F,3.5
user40,26,Product Z,4.0
user40,31,Product EE,2.5
user40,15,Product O,3.0
user40,34,Product HH,4.5
user40,20,Product T,2.0
user40,5,Product E,3.5
user41,28,Product BB,3.0
user41,11,Product K,4.0
user41,39,Product MM,2.5
user41,36,Product JJ,3.0
user41,37,Product KK,4.5
user41,17,Product Q,3.0
user41,2,Product B,2.0
user42,26,Product Z,3.5
user42,30,Product DD,4.0
user42,16,Product P,2.5
user42,23,Product W,3.0
user42,38,Product LL,4.5
user42,21,Product U,3.0
user42,7,Product G,2.0
user43,8,Product H,3.0
user43,37,Product KK,4.5
user43,9,Product I,2.0
user43,31,Product EE,3.0
user43,28,Product BB,4.5
user43,3,Product C,2.5
user43,10,Product J,3.5
user44,20,Product T,4.0
user44,2,Product B,3.5
user44,12,Product L,2.0
user44,17,Product Q,3.0
user44,36,Product JJ,4.5
user44,26,Product Z,3.0
user44,13,Product M,2.5
user45,27,Product AA,4.0
user45,1,Product A,3.5
user45,44,Product RR,2.0
user45,30,Product DD,3.0
user45,35,Product II,4.5
user45,16,Product P,2.5
user45,3,Product C,3.5
user46,23,Product W,3.0
user46,18,Product R,2.5
user46,31,Product EE,4.0
user46,16,Product P,3.5
user46,35,Product II,2.0
user46,20,Product T,3.0
user46,10,Product J,4.5
user47,27,Product AA,4.5
user47,28,Product BB,3.0
user47,33,Product GG,2.5
user47,7,Product G,3.5
user47,11,Product K,4.0
user47,21,Product U,3.0
user47,8,Product H,2.0
user48,24,Product X,4.0
user48,25,Product Y,3.5
user48,9,Product I,2.5
user48,15,Product O,3.0
user48,34,Product HH,4.5
user48,6,Product F,2.0
user48,22,Product V,3.5
user49,26,Product Z,4.0
user49,37,Product KK,2.5
user49,36,Product JJ,3.0
user49,12,Product L,4.5
user49,38,Product LL,3.0
user49,39,Product MM,2.5
user49,40,Product NN,4.0
user50,16,Product P,3.0
user50,4,Product D,4.5
user50,31,Product EE,2.0
user50,13,Product M,3.0
user50,26,Product Z,4.5
user50,6,Product F,2.5
user50,17,Product Q,3.5